JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm
"George Mason University - Assistant Director, Writing Across the Curriculum Program - VIDEOCONFERENCE INTERVIEW SCHEDULED",2013,http://jobs.gmu.edu/ | http://jobs.gmu.edu/postings/31781 | https://apply.interfolio.com/23744,Non-TT,Rhetoric/Composition,Wiki,http://jobs.gmu.edu/ | http://jobs.gmu.edu/postings/31781 | https://apply.interfolio.com/23744
Georgia College & State University - TT Asst. Professor - OFFER ACCEPTED,2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175792363&Title=Assistant%20Professor%20of%20English%20%28Composition%2FRhetoric%29,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175792363&Title=Assistant%20Professor%20of%20English%20%28Composition%2FRhetoric%29
"Georgia Gwinnett College - Assistant, Associate or Full Professor, English (non-TT); 3 Open Positions - PHONE INTERVIEWS SCHEDULED",2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175819920&Title=English%3A%20Assistant%2C%20Associate%20or%20Full%20Professor%3A%20Fall%202014,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175819920&Title=English%3A%20Assistant%2C%20Associate%20or%20Full%20Professor%3A%20Fall%202014
"Georgia Southern University - TT Assistant Professor, Professional and Technical Writing - OFFER MADE",2013,mailto:LLoncharich@georgiasouthern.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175797783&Title=Assistant%20Professor%2C%20Professional%20and%20Technical%20Writing%20%2367103,TT,Rhetoric/Composition,Wiki,mailto:LLoncharich@georgiasouthern.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175797783&Title=Assistant%20Professor%2C%20Professional%20and%20Technical%20Writing%20%2367103
"Georgia Southern University - TT Asst. Professor, Writing and Linguistics - OFFER ACCEPTED",2013,http://class.georgiasouthern.edu/writling/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175797784&Title=Assistant%20Professor%20of%20Writing%20and%20Linguistics%20%2367104,TT,Rhetoric/Composition,Wiki,http://class.georgiasouthern.edu/writling/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175797784&Title=Assistant%20Professor%20of%20Writing%20and%20Linguistics%20%2367104
"Governors State University (IL) - TT Asst. Professor, Composition - CAMPUS INTERVIEWS SCHEDULED",2013,http://employment.govst.edu/applicants/Central?quickFind=52874,TT,Rhetoric/Composition,Wiki,http://employment.govst.edu/applicants/Central?quickFind=52874
Hobart and William Smith Colleges - TT Associate or Advanced Assistant Professor of Writing and Rhetoric - OFFER ACCEPTED,2013,https://apply.interfolio.com/22646 | https://apply.interfolio.com/23935,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/22646 | https://apply.interfolio.com/23935
Hobart and William Smith Colleges - Open Rank Tenure-Track Professor of Writing and Rhetoric - MLA INTERVIEWS SCHEDULED,2013,https://apply.interfolio.com/23935,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23935
Hofstra University (NY) - Two T/T Faculty Openings for Writing Studies and Composition - VIDEO INTERVIEWS HELD,2013,http://apply.interfolio.com/23785 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175827095&Title=Two%20Anticipated%20Faculty%20Openings%20for%20Writing%20Studies%20and%20Composition,TT,Rhetoric/Composition,Wiki,http://apply.interfolio.com/23785 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175827095&Title=Two%20Anticipated%20Faculty%20Openings%20for%20Writing%20Studies%20and%20Composition
Holy Family University (PA) - Asst. Professor of Writing,2013,,TT,Rhetoric/Composition,Wiki,
Holy Names University (CA) - TT Asst. Professor of English (fields incl. Rhet/Comp),2013,,TT,Rhetoric/Composition,Wiki,
Huston-Tillotson University (TX) - TT Asst Professor of English - CAMPUS INTERVIEW SCHEDULED,2013,http://htu.edu/offices/human-resources | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175809617&Title=Assistant%20Professor%20of%20English,TT,Rhetoric/Composition,Wiki,http://htu.edu/offices/human-resources | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175809617&Title=Assistant%20Professor%20of%20English
Indiana University - TT Assistant or Associate Professor in Composition and Rhetoric - CAMPUS INTERVIEWS SCHEDULED,2013,https://apply.interfolio.com/22479,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/22479
"Indiana University of Pennsylvania - TT Asst. Professor, Composition Studies - CAMPUS INTERVIEWS SCHEDULED",2013,https://iup.peopleadmin.com/postings/513 | http://main.hercjobs.org/jobs/5753441/assistant-professor-composition-studies | mailto:jrohra@iup.edu,TT,Rhetoric/Composition,Wiki,https://iup.peopleadmin.com/postings/513 | http://main.hercjobs.org/jobs/5753441/assistant-professor-composition-studies | mailto:jrohra@iup.edu
"Indiana University of Pennsylvania - TT Asst. Professor, Writing Studies - PHONE INTERVIEWS SCHEDULED",2013,http://www.iup.edu/employment | https://iup.peopleadmin.com/postings/493 | http://main.hercjobs.org/jobs/5753456/assistant-professor-english-writing-studies,TT,Rhetoric/Composition,Wiki,http://www.iup.edu/employment | https://iup.peopleadmin.com/postings/493 | http://main.hercjobs.org/jobs/5753456/assistant-professor-english-writing-studies
"Iowa State University - Associate Professor or Professor, Business Writing",2013,https://apply.interfolio.com/23325,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23325
"Kansas State University - TT Assistant Professor, Rhetoric and Composition, Writing Center Director - OFFER ACCEPTED",2013,http://www.k-state.edu/english | https://apply.interfolio.com/22768,TT,Rhetoric/Composition,Wiki,http://www.k-state.edu/english | https://apply.interfolio.com/22768
Landmark College (VT) - Asst. Professor of English - POSITION FILLED,2013,mailto:humanresources@landmark.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175815838&Title=Assistant%20Professor%2C%20English | https://chroniclevitae.com/jobs/0000823125-01,TT,Rhetoric/Composition,Wiki,mailto:humanresources@landmark.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175815838&Title=Assistant%20Professor%2C%20English | https://chroniclevitae.com/jobs/0000823125-01
"Lawrence Technological University (MI) - TT Asst. Professor, Writing - SKYPE INTERVIEW SCHEDULED",2013,https://apply.interfolio.com/23587,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23587
"Lee University (TN) - TT Asst. Professor, Rhetoric and Composition",2013,http://leeuniversity.edu/uploadedFiles/Content/human-resources/faculty-application(1).pdf | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175812699&Title=Rhetoric%20and%20Composition,TT,Rhetoric/Composition,Wiki,http://leeuniversity.edu/uploadedFiles/Content/human-resources/faculty-application(1).pdf | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175812699&Title=Rhetoric%20and%20Composition
Lehigh University (PA) - Advanced Assistant Professor or Tenured Associate Professor in Composition and Rhetoric - OFFER ACCEPTED,2013,https://english.cas2.lehigh.edu/ | https://english.cas2.lehigh.edu/mission-statement | http://www.lehigh.edu/~inprv/work_life_balance.html | https://academicjobsonline.org/ajo/jobs/3105 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175796960&Title=Advanced%20Assistant%20Professor%20or%20Tenured%20Associate%20Professor%20in%20Composition%20and%20Rhetoric,TT,Rhetoric/Composition,Wiki,https://english.cas2.lehigh.edu/ | https://english.cas2.lehigh.edu/mission-statement | http://www.lehigh.edu/~inprv/work_life_balance.html | https://academicjobsonline.org/ajo/jobs/3105 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175796960&Title=Advanced%20Assistant%20Professor%20or%20Tenured%20Associate%20Professor%20in%20Composition%20and%20Rhetoric
"Lehman College, CUNY - Asst. Professor - English",2013,https://hrsa.cunyfirst.cuny.edu/psc/cnyhcprd/GUEST/HRMS/c/HRS_HRAM.HRS_CE.GBL?Page=HRS_CE_JOB_DTL&Action=A&JobOpeningId=8403&SiteId=1&PostingSeq=1& | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175793424&Title=Assistant%20Professor%20%2D%20English | http://careers.insidehighered.com/lehman-college-city-university-new-york/assistant-professor-english/jobs/538286,TT,Rhetoric/Composition,Wiki,https://hrsa.cunyfirst.cuny.edu/psc/cnyhcprd/GUEST/HRMS/c/HRS_HRAM.HRS_CE.GBL?Page=HRS_CE_JOB_DTL&Action=A&JobOpeningId=8403&SiteId=1&PostingSeq=1& | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175793424&Title=Assistant%20Professor%20%2D%20English | http://careers.insidehighered.com/lehman-college-city-university-new-york/assistant-professor-english/jobs/538286
Lewis-Clark State College (ID) - Full-Time Assistant Professor of English - CAMPUS INTERVIEW SCHEDULED,2013,http://www.lcsc.edu/humanresources | http://lcsc.applicantpro.com/jobs/50713-1423.html,TT,Rhetoric/Composition,Wiki,http://www.lcsc.edu/humanresources | http://lcsc.applicantpro.com/jobs/50713-1423.html
Longwood University (VA) - TT Assistant Professor Rhetoric and Professional Writing - OFFER MADE,2013,https://apply.interfolio.com/22401,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/22401
Loras College (IA) - TT Assistant Professor in Rhetoric/Public Writing and Writing Center Administration - PHONE INTERVIEW SCHEDULED,2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175821846&Title=Assistant%20Professor%20of%20English,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175821846&Title=Assistant%20Professor%20of%20English
"Loyola University Maryland - TT Asst. Professor, Writing (2 Positions) - POSITION FILLED",2013,http://www.loyola.edu/About/prospective-faculty-and-staff.aspx | http://chronicle.com/jobs/0000791064-01/,TT,Rhetoric/Composition,Wiki,http://www.loyola.edu/About/prospective-faculty-and-staff.aspx | http://chronicle.com/jobs/0000791064-01/
Marquette University - TT Assistant Professor of English (Rhetoric and Composition) - OFFER ACCEPTED,2013,http://apply.interfolio.com/22214 | http://www.marquette.edu/about/mission.shtml | https://employment.marquette.edu/postings/1998,TT,Rhetoric/Composition,Wiki,http://apply.interfolio.com/22214 | http://www.marquette.edu/about/mission.shtml | https://employment.marquette.edu/postings/1998
Marygrove College (MI) - TT Asst. Professor - CAMPUS INTERVIEW SCHEDULED,2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175797488&Title=Marygrove%20College%20English%20Assistant%20Professorship,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175797488&Title=Marygrove%20College%20English%20Assistant%20Professorship
"Medgar Evers College, CUNY - TT Asst./Assoc. Professor, Composition Studies (2 Positions)",2013,http://careers.insidehighered.com/medgar-evers-college-city-university-new-york/assistant-or-associate-professor-english-2-positions/jobs/517953 | http://chronicle.com/jobs/0000800764-01/,TT,Rhetoric/Composition,Wiki,http://careers.insidehighered.com/medgar-evers-college-city-university-new-york/assistant-or-associate-professor-english-2-positions/jobs/517953 | http://chronicle.com/jobs/0000800764-01/
"Miami University (Ohio) - Asst. Professor, Rhetoric and Comp. - OFFER ACCEPTED",2013,https://secure.interfolio.com/apply/22267 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175794599&Title=Assistant%20Professor%20of%20English%2C%20Composition%20and%20Rhetoric,TT,Rhetoric/Composition,Wiki,https://secure.interfolio.com/apply/22267 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175794599&Title=Assistant%20Professor%20of%20English%2C%20Composition%20and%20Rhetoric
"Michigan State University - TT Asst. Professor in Dept. of Writing, Rhetoric, and American Cultures",2013,http://wrac.msu.edu/ | http://main.hercjobs.org/jobs/5777999/assistant-professor,TT,Rhetoric/Composition,Wiki,http://wrac.msu.edu/ | http://main.hercjobs.org/jobs/5777999/assistant-professor
Michigan Technological University - TT Assistant Professor of Rhetoric and Composition - CAMPUS INTERVIEW SCHEDULED,2013,http://www.mtu.edu/humanities/ | https://www.jobs.mtu.edu/postings/1201 | http://chronicle.com/jobs/0000798233-01/,TT,Rhetoric/Composition,Wiki,http://www.mtu.edu/humanities/ | https://www.jobs.mtu.edu/postings/1201 | http://chronicle.com/jobs/0000798233-01/
Michigan Technological University - TT Assistant Professor of Professional and Technical Communication - PHONE INTERVIEWS HELD,2013,http://www.mtu.edu/humanities | http://chronicle.com/jobs/0000797263-01/,TT,Rhetoric/Composition,Wiki,http://www.mtu.edu/humanities | http://chronicle.com/jobs/0000797263-01/
Molloy College (NY) - TT Asst. Professor of English / Digital Writing - OFFER ACCEPTED,2013,https://apply.interfolio.com/22610 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175753939&Title=Assistant%20Professor%20of%20English | https://apply.interfolio.com/22610 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175849175&Title=Assistant%20Professor%20of%20English,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/22610 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175753939&Title=Assistant%20Professor%20of%20English | https://apply.interfolio.com/22610 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175849175&Title=Assistant%20Professor%20of%20English
Moravian College - TT Asst. Professor of English - OFFER ACCEPTED,2013,,TT,Rhetoric/Composition,Wiki,
"Morgan State University (MD) - TT Asst. or Assoc. Professor, Composition and Rhetoric",2013,https://apply.interfolio.com/23808,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23808
"Morgan State University (MD) - TT Asst. or Assoc. Professor, Professional and Technical Writing - SKYPE INTERVIEWS HELD",2013,https://apply.interfolio.com/23802,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23802
"Morgan State University (MD) - TT Asst. or Assoc. Professor, Rhetoric / Composition and Director of Writing Center",2013,https://apply.interfolio.com/23807,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23807
Nevada State College - Assistant Professor of Rhetoric and Composition/Writing Center Director - OFFER ACCEPTED,2013,https://www.nscjobs.com/postings/1373 | http://lasvegascitylife.com/sections/news/nevada-state-college-survives-decade-and-celebrates-hope-future.html,TT,Rhetoric/Composition,Wiki,https://www.nscjobs.com/postings/1373 | http://lasvegascitylife.com/sections/news/nevada-state-college-survives-decade-and-celebrates-hope-future.html
New College Florida - Director of Writing - OFFER ACCEPTED,2013,http://ncf.simplehire.com/applicants/Central?quickFind=50774 | http://ncfcatalyst.org/artsandlife/administration-to-hire-director-of-writing-replace-john-gillette/,Non-TT,Rhetoric/Composition,Wiki,http://ncf.simplehire.com/applicants/Central?quickFind=50774 | http://ncfcatalyst.org/artsandlife/administration-to-hire-director-of-writing-replace-john-gillette/
"New Jersey City University - TT Asst. Professor, Composition/Rhetoric Studies - OFFER DECLINED",2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175814318&Title=Assistant%20%20Professor,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175814318&Title=Assistant%20%20Professor
"New York City College of Technology (City Tech), CUNY - TT Asst. Professor of English (3 positions) - PRELIMINARY INTERVIEWS SCHEDULED",2013,https://hrsa.cunyfirst.cuny.edu/psc/cnyhcprd/GUEST/HRMS/c/HRS_HRS.HRS_APP_SCHJOB.GBL,TT,Rhetoric/Composition,Wiki,https://hrsa.cunyfirst.cuny.edu/psc/cnyhcprd/GUEST/HRMS/c/HRS_HRS.HRS_APP_SCHJOB.GBL
"New York University - Clinical Assistant Professor and Academic Director for M.S. in Professional Writing (Full-Time, non-TT)",2013,http://www.scps.nyu.edu/content/scps/academics/departments/humanities-arts-and-writing/academics/ms-in-professional-writing.html | http://www.nyuopsearch.com/applicants/Central?quickFind=51850 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175818871&Title=Clinical%20Assistant%20Professor%20and%20Academic%20Director%20for%20the%20M%2ES%2E%20in%20Professional%20Writing,TT,Rhetoric/Composition,Wiki,http://www.scps.nyu.edu/content/scps/academics/departments/humanities-arts-and-writing/academics/ms-in-professional-writing.html | http://www.nyuopsearch.com/applicants/Central?quickFind=51850 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175818871&Title=Clinical%20Assistant%20Professor%20and%20Academic%20Director%20for%20the%20M%2ES%2E%20in%20Professional%20Writing
"New York University - Clinical Asst. Professor in First-Year Program, Writing and Visual Arts, Gallatin School (Full-Time, non-TT)",2013,http://www.nyuopsearch.com/applicants/Central?quickFind=51849 | https://apply.interfolio.com/23627,TT,Rhetoric/Composition,Wiki,http://www.nyuopsearch.com/applicants/Central?quickFind=51849 | https://apply.interfolio.com/23627
